,actual,country,date,forecast,impact,new,previous,time
1846,2.6%,CHF,"Monday, July 9, 2018",2.5%,Medium,CHF Unemployment Rate s.a. (JUN),2.7%,05:45
1847,20.3b,EUR,"Monday, July 9, 2018",20.0b,Medium,EUR German Trade Balance (MAY),19.0b,06:00
1848,12.6b,EUR,"Monday, July 9, 2018",19.8b,Low,EUR German Current Account (euros) (MAY),22.7b,06:00
1849,1.8%,EUR,"Monday, July 9, 2018",0.7%,Low,EUR German Exports s.a. (MoM) (MAY),-0.3%,06:00
1850,0.7%,EUR,"Monday, July 9, 2018",-0.5%,Low,EUR German Imports s.a. (MoM) (MAY),2.2%,06:00
1851,,GBP,"Monday, July 9, 2018",,Low,GBP BOE's Broadbent Speaks at Conference in London,,07:50
1852,576.0b,CHF,"Monday, July 9, 2018",,Low,CHF Total Sight Deposits CHF (JUL 06),576.4b,08:00
1853,468.6b,CHF,"Monday, July 9, 2018",,Low,CHF Domestic Sight Deposits CHF (JUL 06),469.3b,08:00
1854,12.1,EUR,"Monday, July 9, 2018",9.0,Low,EUR Euro-Zone Sentix Investor Confidence (JUL),9.3,08:30
1855,,EUR,"Monday, July 9, 2018",,High,EUR ECB's Draghi Speaks to European Parliament in Brussels,,13:00
1856,0.23%,MXN,"Monday, July 9, 2018",0.20%,Medium,MXN CPI Core (MoM) (JUN),0.26%,13:00
1857,0.39%,MXN,"Monday, July 9, 2018",0.33%,Medium,MXN Consumer Price Index (MoM) (JUN),-0.16%,13:00
1858,4.65%,MXN,"Monday, July 9, 2018",4.59%,High,MXN Consumer Price Index (YoY) (JUN),4.51%,13:00
1859,0.14%,MXN,"Monday, July 9, 2018",0.09%,Medium,MXN Bi-Weekly Core CPI (JUN 30),0.08%,13:00
1860,0.25%,MXN,"Monday, July 9, 2018",0.14%,Medium,MXN Bi-Weekly CPI (JUN 30),0.13%,13:00
1861,4.76%,MXN,"Monday, July 9, 2018",4.64%,Medium,MXN Bi-Weekly CPI (YoY) (JUN 30),4.54%,13:00
1862,,USD,"Monday, July 9, 2018",,Low,USD U.S. to Sell USD48 Bln 3-Month Bills,,15:30
1863,,USD,"Monday, July 9, 2018",,Low,USD U.S. to Sell USD42 Bln 6-Month Bills,,15:30
1864,$24.559b,USD,"Monday, July 9, 2018",$12.000b,Medium,USD Consumer Credit (MAY),$10.273b,19:00
1865,-1.5%,NZD,"Monday, July 9, 2018",,Low,NZD ANZ Truckometer Heavy (MoM) (JUN),3.0%,22:00
1866,0.8%,NZD,"Monday, July 9, 2018",0.5%,Low,NZD Card Spending Retail (MoM) (JUN),0.4%,22:45
1867,0.4%,NZD,"Monday, July 9, 2018",,Low,NZD NZ Card Spending (MoM) (JUN),0.5%,22:45
1868,1.1%,GBP,"Monday, July 9, 2018",,Low,GBP BRC Sales Like-For-Like (YoY) (JUN),2.8%,23:01
1869,120.1,AUD,"Monday, July 9, 2018",,Low,AUD ANZ Roy Morgan Weekly Consumer Confidence Index (JUL 08),120.4,23:30
1870,2.7%,JPY,"Monday, July 9, 2018",2.7%,Low,JPY Japan Money Stock M3 (YoY) (JUN),2.7%,23:50
1871,3.2%,JPY,"Monday, July 9, 2018",3.2%,Low,JPY Japan Money Stock M2+CD (YoY) (JUN),3.2%,23:50
1872,15,AUD,"Tuesday, July 10, 2018",,Low,AUD NAB Business Conditions (JUN),15,01:30
1873,6,AUD,"Tuesday, July 10, 2018",,Medium,AUD NAB Business Confidence (JUN),6,01:30
1874,4.7%,CNY,"Tuesday, July 10, 2018",4.5%,Medium,CNY Producer Price Index (YoY) (JUN),4.1%,01:30
1875,1.9%,CNY,"Tuesday, July 10, 2018",1.9%,High,CNY Consumer Price Index (YoY) (JUN),1.8%,01:30
1876,11.4%,JPY,"Tuesday, July 10, 2018",,Medium,JPY Machine Tool Orders (YoY) (JUN P),14.9%,06:00
1877,"-£12,362",GBP,"Tuesday, July 10, 2018","-£12,000",Medium,GBP Visible Trade Balance (Pounds) (MAY),"-£12,396",08:30
1878,"-£3,491",GBP,"Tuesday, July 10, 2018","-£3,975",Medium,GBP Trade Balance Non EU GBP/Mn (MAY),"-£4,335",08:30
1879,"-£2,790",GBP,"Tuesday, July 10, 2018","-£3,378",Medium,GBP Trade Balance (MAY),"-£-3,087",08:30
1880,-0.4%,GBP,"Tuesday, July 10, 2018",0.5%,Low,GBP Industrial Production (MoM) (MAY),-1.0%,08:30
1881,0.8%,GBP,"Tuesday, July 10, 2018",1.9%,Medium,GBP Industrial Production (YoY) (MAY),1.6%,08:30
1882,0.4%,GBP,"Tuesday, July 10, 2018",0.7%,Low,GBP Manufacturing Production (MoM) (MAY),-1.3%,08:30
1883,1.1%,GBP,"Tuesday, July 10, 2018",1.9%,Medium,GBP Manufacturing Production (YoY) (MAY),0.9%,08:30
1884,2.9%,GBP,"Tuesday, July 10, 2018",0.5%,Low,GBP Construction Output SA (MoM) (MAY),0.0%,08:30
1885,1.6%,GBP,"Tuesday, July 10, 2018",-0.5%,Medium,GBP Construction Output SA (YoY) (MAY),-1.2%,08:30
1886,0.3%,GBP,"Tuesday, July 10, 2018",0.3%,High,GBP U.K. Statistics Office Publishes First Monthly Estimate of GDP,,08:30
1887,0.3%,GBP,"Tuesday, July 10, 2018",0.2%,Low,GBP Index of Services (MoM) (MAY),0.4%,08:30
1888,0.4%,GBP,"Tuesday, July 10, 2018",0.4%,Low,GBP Index of Services (3Mo3M) (MAY),0.2%,08:30
1889,72.4,EUR,"Tuesday, July 10, 2018",78.2,Medium,EUR German ZEW Survey Current Situation (JUL),80.6,09:00
1890,-24.7,EUR,"Tuesday, July 10, 2018",-18.5,High,EUR German ZEW Survey Expectations (JUL),-16.1,09:00
1891,-18.7,EUR,"Tuesday, July 10, 2018",,High,EUR Euro-Zone ZEW Survey (Economic Sentiment) (JUL),-12.6,09:00
1892,,GBP,"Tuesday, July 10, 2018",,Low,GBP BOE Fintech Hub Head Cordelia Kafetz Speaks in London,,09:25
1893,107.2,USD,"Tuesday, July 10, 2018",105.8,Low,USD NFIB Small Business Optimism (JUN),107.8,10:00
1894,248.1k,CAD,"Tuesday, July 10, 2018",210.0k,Medium,CAD Housing Starts (JUN),193.9k,12:15
1895,4.7%,CAD,"Tuesday, July 10, 2018",0.0%,Medium,CAD Building Permits (MoM) (MAY),-4.7%,12:30
1896,0.4%,GBP,"Tuesday, July 10, 2018",,Medium,GBP NIESR Gross Domestic Product Estimate (JUN),0.2%,13:02
1897,6638,USD,"Tuesday, July 10, 2018",6620,Low,USD JOLTS Job Openings (MAY),6698,14:00
1898,,USD,"Tuesday, July 10, 2018",,Low,USD U.S. to Sell 4-Week Bills,,15:30
1899,,USD,"Tuesday, July 10, 2018",,Low,USD U.S. to Sell USD33 Bln 3-Year Notes,,17:00
1900,,EUR,"Tuesday, July 10, 2018",,Low,EUR ECB's Lautenschlaeger Speaks in Frankfurt,,17:00
1901,2.8%,JPY,"Tuesday, July 10, 2018",2.8%,Low,JPY Domestic Corporate Goods Price Index (YoY) (JUN),2.7%,23:50
1902,0.2%,JPY,"Tuesday, July 10, 2018",0.2%,Low,JPY Domestic Corporate Goods Price Index (MoM) (JUN),0.6%,23:50
1903,-3.7%,JPY,"Tuesday, July 10, 2018",-4.9%,Low,JPY Machine Orders (MoM) (MAY),10.1%,23:50
1904,16.5%,JPY,"Tuesday, July 10, 2018",10.9%,Medium,JPY Machine Orders (YoY) (MAY),9.6%,23:50
1905,106.1,AUD,"Wednesday, July 11, 2018",,Low,AUD Westpac Consumer Conf Index (JUL),102.1,00:30
1906,3.9%,AUD,"Wednesday, July 11, 2018",,Medium,AUD Westpac Consumer Confidence (JUL),0.3%,00:30
1907,,JPY,"Wednesday, July 11, 2018",,Low,JPY BOJ Outright Bond Purchase 1~3 Years,,01:10
1908,,JPY,"Wednesday, July 11, 2018",,Low,JPY BOJ Outright Bond Purchase 5~10 Years,,01:10
1909,,JPY,"Wednesday, July 11, 2018",,Low,JPY BOJ Outright Bond Purchase 3~5 Years,,01:10
1910,1.1%,AUD,"Wednesday, July 11, 2018",-2.0%,Medium,AUD Home Loans (MoM) (MAY),-0.9%,01:30
1911,-0.1%,AUD,"Wednesday, July 11, 2018",,Low,AUD Investment Lending (MAY),-0.8%,01:30
1912,0.7%,AUD,"Wednesday, July 11, 2018",,Low,AUD Value of Loans (MoM) (MAY),0.3%,01:30
1913,0.1%,JPY,"Wednesday, July 11, 2018",-0.3%,Medium,JPY Tertiary Industry Index (MoM) (MAY),1.0%,04:30
1914,,EUR,"Wednesday, July 11, 2018",,High,EUR ECB President Draghi Speaks in Frankfurt,,07:00
1915,,EUR,"Wednesday, July 11, 2018",,Low,EUR ECB's Praet Chairs Conference Session in Frankfurt,,07:30
1916,2.5%,USD,"Wednesday, July 11, 2018",,Medium,USD MBA Mortgage Applications (JUL 06),-0.5%,11:00
1917,,EUR,"Wednesday, July 11, 2018",,Low,EUR ECB's Mersch Chairs conference Session in Frankfurt,,12:00
1918,0.3%,USD,"Wednesday, July 11, 2018",0.2%,Low,USD Producer Price Index Final Demand (MoM) (JUN),0.5%,12:30
1919,0.3%,USD,"Wednesday, July 11, 2018",0.2%,Low,USD Producer Price Index Ex Food and Energy (MoM) (JUN),0.3%,12:30
1920,0.3%,USD,"Wednesday, July 11, 2018",0.2%,Low,"USD PPI Ex Food, Energy, Trade (MoM) (JUN)",0.1%,12:30
1921,3.4%,USD,"Wednesday, July 11, 2018",3.1%,Low,USD PPI Final Demand (YoY) (JUN),3.1%,12:30
1922,2.8%,USD,"Wednesday, July 11, 2018",2.6%,Low,USD Producer Price Index Ex Food and Energy (YoY) (JUN),2.4%,12:30
1923,2.7%,USD,"Wednesday, July 11, 2018",,Low,"USD PPI Ex Food, Energy, Trade (YoY) (JUN)",2.6%,12:30
1924,1.50%,CAD,"Wednesday, July 11, 2018",1.50%,High,CAD Bank of Canada Rate Decision (JUL 11),1.25%,14:00
1925,2.5%,USD,"Wednesday, July 11, 2018",0.5%,Low,USD Wholesale Trade Sales (MoM) (MAY),0.8%,14:00
1926,0.6%,USD,"Wednesday, July 11, 2018",0.5%,Low,USD Wholesale Inventories (MoM) (MAY F),0.5%,14:00
1927,-12633K,USD,"Wednesday, July 11, 2018",-3788k,Medium,USD DOE U.S. Crude Oil Inventories (JUL 06),1245k,14:30
1928,-2062K,USD,"Wednesday, July 11, 2018",-2000K,Low,USD DOE Cushing OK Crude Inventory (JUL 06),-2113k,14:30
1929,-690K,USD,"Wednesday, July 11, 2018",-1000k,Low,USD DOE U.S. Gasoline Inventories (JUL 06),-1505k,14:30
1930,4113K,USD,"Wednesday, July 11, 2018",1000k,Low,USD DOE U.S. Distillate Inventory (JUL 06),134k,14:30
1931,,GBP,"Wednesday, July 11, 2018",,High,"GBP BOE Governor Mark Carney Speaks in Boston, Massachusetts",,15:35
1932,,USD,"Wednesday, July 11, 2018",,Low,USD U.S. to Sell USD22 Bln 10-Year Notes Reopening,,17:00
1933,,USD,"Wednesday, July 11, 2018",,Low,USD Fed's Williams Speaks with Community Leaders in Brooklyn,,20:30
1934,0.5%,NZD,"Wednesday, July 11, 2018",,Low,NZD Food Prices (MoM) (JUN),0.0%,22:45
1935,2,GBP,"Wednesday, July 11, 2018",-4%,Medium,GBP RICS House Price Balance (JUN),-3%,23:01
1936,¥817.9b,JPY,"Wednesday, July 11, 2018",,Low,JPY Japan Buying Foreign Bonds (Yen) (JUL 06),-¥293.4b,23:50
1937,¥370.9b,JPY,"Wednesday, July 11, 2018",,Low,JPY Japan Buying Foreign Stocks (Yen) (JUL 06),¥984.9b,23:50
1938,¥230.6b,JPY,"Wednesday, July 11, 2018",,Low,JPY Foreign Buying Japan Bonds (JUL 06),¥951.2b,23:50
1939,¥74.3b,JPY,"Wednesday, July 11, 2018",,Low,JPY Foreign Buying Japan Stocks (JUL 06),-¥299.8b,23:50
1940,3.9%,AUD,"Thursday, July 12, 2018",,Medium,AUD Consumer Inflation Expectation (JUL),4.2%,01:00
1941,2.57,JPY,"Thursday, July 12, 2018",,Low,JPY Tokyo Avg Office Vacancies (JUN),2.68,02:00
1942,0.1%,EUR,"Thursday, July 12, 2018",0.1%,Low,EUR German Consumer Price Index (MoM) (JUN F),0.1%,06:00
1943,2.1%,EUR,"Thursday, July 12, 2018",2.1%,Medium,EUR German Consumer Price Index (YoY) (JUN F),2.1%,06:00
1944,0.3%,CNY,"Thursday, July 12, 2018",,Medium,CNY Foreign Direct Investment (YoY) (JUN),7.6%,07:08
1945,,GBP,"Thursday, July 12, 2018",,High,GBP Bank of England Credit Conditions & Bank Liabilities Surveys,,08:30
1946,1.3%,EUR,"Thursday, July 12, 2018",1.2%,Low,EUR Euro-Zone Industrial Production s.a. (MoM) (MAY),-0.8%,09:00
1947,2.4%,EUR,"Thursday, July 12, 2018",2.3%,Medium,EUR Euro-Zone Industrial Production w.d.a. (YoY) (MAY),1.7%,09:00
1948,,EUR,"Thursday, July 12, 2018",,High,EUR ECB Monetary Policy Minutes,,11:30
1949,0.0%,CAD,"Thursday, July 12, 2018",0.1%,Low,CAD New Housing Price Index (MoM) (MAY),0.0%,12:30
1950,0.9%,CAD,"Thursday, July 12, 2018",1.0%,Medium,CAD New Housing Price Index (YoY) (MAY),1.6%,12:30
1951,223.82,CAD,"Thursday, July 12, 2018",,Low,CAD Teranet/National Bank HP Index (JUN),221.73,12:30
1952,0.9%,CAD,"Thursday, July 12, 2018",,Low,CAD Teranet/National Bank HPI (MoM) (JUN),1.0%,12:30
1953,2.9%,CAD,"Thursday, July 12, 2018",,Low,CAD Teranet/National Bank HPI (YoY) (JUN),4.5%,12:30
1954,,USD,"Thursday, July 12, 2018",,Low,USD Fed's Kashkari Speaks on Panel Discussing Immigration,,12:30
1955,214k,USD,"Thursday, July 12, 2018",225k,Medium,USD Initial Jobless Claims (JUL 07),232k,12:30
1956,1739k,USD,"Thursday, July 12, 2018",1730k,Medium,USD Continuing Claims (JUN 30),1742k,12:30
1957,0.1%,USD,"Thursday, July 12, 2018",0.2%,Medium,USD Consumer Price Index (MoM) (JUN),0.2%,12:30
1958,2.9%,USD,"Thursday, July 12, 2018",2.9%,High,USD Consumer Price Index (YoY) (JUN),2.8%,12:30
1959,0.2%,USD,"Thursday, July 12, 2018",0.2%,Medium,USD Consumer Price Index Ex Food and Energy (MoM) (JUN),0.2%,12:30
1960,2.3%,USD,"Thursday, July 12, 2018",2.3%,High,USD Consumer Price Index Ex Food and Energy (YoY) (JUN),2.2%,12:30
1961,251.989,USD,"Thursday, July 12, 2018",252.092,Low,USD Consumer Price Index n.s.a. (JUN),251.588,12:30
1962,257.305,USD,"Thursday, July 12, 2018",257.361,Low,USD Consumer Price Index Core Index s.a. (JUN),256.889,12:30
1963,0.2%,USD,"Thursday, July 12, 2018",,Medium,USD Real Avg Weekly Earnings (YoY) (JUN),0.3%,12:30
1964,0.0%,USD,"Thursday, July 12, 2018",,Medium,USD Real Avg Hourly Earning (YoY) (JUN),0.0%,12:30
1965,0.3%,MXN,"Thursday, July 12, 2018",0.8%,Medium,MXN Industrial Production NSA (YoY) (MAY),3.8%,13:00
1966,51,USD,"Thursday, July 12, 2018",54,Low,USD EIA Working Natural Gas Implied Flow (JUL 06),78,14:30
1967,51,USD,"Thursday, July 12, 2018",54,Low,USD EIA Natural Gas Storage Change (JUL 06),78,14:30
1968,,USD,"Thursday, July 12, 2018",,Low,USD Fed's Harker Speaks at Rocky Mountain Economic Summit,,16:15
1969,,USD,"Thursday, July 12, 2018",,Low,USD U.S. to Sell USD14 Bln 30-Year Bonds Reopening,,17:00
1970,-74.9b,USD,"Thursday, July 12, 2018",-$80.0b,Medium,USD Monthly Budget Statement (JUN),-$90.2b,18:00
1971,52.8,NZD,"Thursday, July 12, 2018",,Medium,NZD BusinessNZ Manufacturing PMI (JUN),54.4,22:30
1972,,CHF,"Friday, July 13, 2018",,Medium,CHF Real Estate Index Family Homes (2Q),469.2,
1973,1800.0b,CNY,"Friday, July 13, 2018",1400.0b,Medium,CNY Aggregate Financing CNY (JUN),760.8b,
1974,8.0%,CNY,"Friday, July 13, 2018",8.4%,Low,CNY Money Supply M2 (YoY) (JUN),8.3%,
1975,1840.0b,CNY,"Friday, July 13, 2018",1535.0b,High,CNY New Yuan Loans CNY (JUN),1150.0b,
1976,,JPY,"Friday, July 13, 2018",,Low,JPY BOJ Outright Bond Purchase 10~25 Years,,01:10
1977,,JPY,"Friday, July 13, 2018",,Low,JPY BOJ Outright Bond Purchase 25 Years~,,01:10
1978,,JPY,"Friday, July 13, 2018",,Low,JPY BOJ Outright Bond Purchase 5~10 Years,,01:10
1979,261.88b,CNY,"Friday, July 13, 2018",187.00b,Medium,CNY Trade Balance CNY (JUN),156.51b,03:03
1980,3.1%,CNY,"Friday, July 13, 2018",4.0%,Low,CNY Exports (YoY) CNY (JUN),3.2%,03:03
1981,6.0%,CNY,"Friday, July 13, 2018",12.6%,Low,CNY Imports (YoY) CNY (JUN),15.6%,03:03
1982,$41.61b,CNY,"Friday, July 13, 2018",$27.22b,Medium,CNY Trade Balance (JUN),$24.92b,03:03
1983,11.3%,CNY,"Friday, July 13, 2018",9.5%,Low,CNY Exports (YoY) (JUN),12.6%,03:03
1984,14.1%,CNY,"Friday, July 13, 2018",21.3%,Low,CNY Imports (YoY) (JUN),26.0%,03:03
1985,-0.2%,JPY,"Friday, July 13, 2018",,Low,JPY Industrial Production (MoM) (MAY F),-0.2%,04:30
1986,4.2%,JPY,"Friday, July 13, 2018",,Medium,JPY Industrial Production (YoY) (MAY F),4.2%,04:30
1987,-2.1%,JPY,"Friday, July 13, 2018",,Low,JPY Capacity Utilization (MoM) (MAY),1.8%,04:30
1988,0.5%,EUR,"Friday, July 13, 2018",,Low,EUR German Wholesale Price Index (MoM) (JUN),0.8%,06:00
1989,3.4%,EUR,"Friday, July 13, 2018",,Low,EUR German Wholesale Price Index (YoY) (JUN),2.9%,06:00
1990,0.2%,CHF,"Friday, July 13, 2018",,Low,CHF Producer & Import Prices (MoM) (JUN),0.2%,07:15
1991,3.5%,CHF,"Friday, July 13, 2018",,Low,CHF Producer & Import Prices (YoY) (JUN),3.2%,07:15
1992,,GBP,"Friday, July 13, 2018",,Low,GBP Bank of England Deputy Governor Jon Cunliffe Speaks in Kendall,,11:00
1993,-0.4%,USD,"Friday, July 13, 2018",0.1%,Low,USD Import Price Index (MoM) (JUN),0.9%,12:30
1994,-0.3%,USD,"Friday, July 13, 2018",0.2%,Medium,USD Import Price Index ex Petroleum (MoM) (JUN),0.1%,12:30
1995,4.3%,USD,"Friday, July 13, 2018",4.6%,Low,USD Import Price Index (YoY) (JUN),4.5%,12:30
1996,0.3%,USD,"Friday, July 13, 2018",0.2%,Low,USD Export Price Index (MoM) (JUN),0.6%,12:30
1997,5.3%,USD,"Friday, July 13, 2018",,Medium,USD Export Price Index (YoY) (JUN),4.9%,12:30
1998,97.1,USD,"Friday, July 13, 2018",98.0,High,USD U. of Mich. Sentiment (JUL P),98.2,14:00
1999,113.9,USD,"Friday, July 13, 2018",,Low,USD U. of Mich. Current Conditions (JUL P),116.5,14:00
2000,86.4,USD,"Friday, July 13, 2018",,Low,USD U. of Mich. Expectations (JUL P),86.3,14:00
2001,2.9%,USD,"Friday, July 13, 2018",,Low,USD U. of Mich. 1 Yr Inflation (JUL P),3.0%,14:00
2002,2.4%,USD,"Friday, July 13, 2018",,Low,USD U. of Mich. 5-10 Yr Inflation (JUL P),2.6%,14:00
2003,,USD,"Friday, July 13, 2018",,High,USD Fed Releases Monetary Policy Report to Congress,,15:00
2004,,USD,"Friday, July 13, 2018",,Low,USD Fed's Bostic Holds Town Hall Chat in Northern Virginia,,16:30
2005,1054,USD,"Friday, July 13, 2018",,Medium,USD Baker Hughes U.S. Rig Count (JUL 13),1052,17:00
2006,,USD,"Monday, July 2, 2018",,Low,USD Revisions: Construction Spending,,
2007,-0.3%,AUD,"Monday, July 2, 2018",,Low,AUD CoreLogic House Px (MoM) (JUN),-0.2%,00:00
2008,53.0,JPY,"Monday, July 2, 2018",,Low,JPY Nikkei Japan PMI Manufacturing (JUN F),53.1,00:30
2009,0.0%,AUD,"Monday, July 2, 2018",,Low,AUD TD Securities Inflation (MoM) (JUN),0.0%,01:00
2010,2.0%,AUD,"Monday, July 2, 2018",,Medium,AUD TD Securities Inflation (YoY) (JUN),2.1%,01:00
2011,,JPY,"Monday, July 2, 2018",,Low,JPY BOJ Outright Bond Purchase 10~25 Years,,01:10
2012,,JPY,"Monday, July 2, 2018",,Low,JPY BOJ Outright Bond Purchase 25 Years~,,01:10
2013,-1.7%,AUD,"Monday, July 2, 2018",,Low,AUD ANZ Job Advertisements (MoM) (JUN),1.5%,01:30
2014,51.0,CNY,"Monday, July 2, 2018",51.1,Medium,CNY Caixin China PMI Mfg (JUN),51.1,01:45
2015,-7.9%,JPY,"Monday, July 2, 2018",,Low,JPY Vehicle Sales (YoY) (JUN),-0.6%,05:00
2016,6.6%,AUD,"Monday, July 2, 2018",,Low,AUD RBA Commodity Index SDR (YoY) (JUN),3.5%,06:30
2017,108.6,AUD,"Monday, July 2, 2018",,Low,AUD Commodity Index AUD (JUN),109.2,06:30
2018,-0.1%,CHF,"Monday, July 2, 2018",1.4%,Medium,CHF Retail Sales Real (YoY) (MAY),2.9%,07:15
2019,61.6,CHF,"Monday, July 2, 2018",61.0,Medium,CHF PMI Manufacturing (JUN),62.4,07:30
2020,53.3,EUR,"Monday, July 2, 2018",52.5,Low,EUR Markit/ADACI Italy Manufacturing PMI (JUN),52.7,07:45
2021,52.5,EUR,"Monday, July 2, 2018",53.1,Low,EUR Markit France Manufacturing PMI (JUN F),53.1,07:50
2022,55.9,EUR,"Monday, July 2, 2018",55.9,Low,EUR Markit/BME Germany Manufacturing PMI (JUN F),55.9,07:55
2023,54.9,EUR,"Monday, July 2, 2018",55,Low,EUR Markit Eurozone Manufacturing PMI (JUN F),55,08:00
2024,576.4b,CHF,"Monday, July 2, 2018",,Low,CHF Total Sight Deposits CHF (JUN 29),576.7b,08:00
2025,469.3b,CHF,"Monday, July 2, 2018",,Low,CHF Domestic Sight Deposits CHF (JUN 29),466.8b,08:00
2026,54.4,GBP,"Monday, July 2, 2018",54.0,Medium,GBP Markit UK PMI Manufacturing s.a. (JUN),54.3,08:30
2027,8.4%,EUR,"Monday, July 2, 2018",8.5%,Medium,EUR Euro-Zone Unemployment Rate (MAY),8.5%,09:00
2028,,EUR,"Monday, July 2, 2018",,Low,EUR ECB Executive Board Member Praet Speaks in Helsinki,,13:30
2029,55.4,USD,"Monday, July 2, 2018",54.7,Low,USD Markit US Manufacturing PMI (JUN F),54.6,13:45
2030,0.4,USD,"Monday, July 2, 2018",0.5,Medium,USD Construction Spending (MoM) (MAY),0.9%,14:00
2031,60.2,USD,"Monday, July 2, 2018",58.5,High,USD ISM Manufacturing (JUN),58.7,14:00
2032,56.0,USD,"Monday, July 2, 2018",,High,USD ISM Employment (JUN),56.3,14:00
2033,76.8,USD,"Monday, July 2, 2018",75.0,Medium,USD ISM Prices Paid (JUN),79.5,14:00
2034,63.5,USD,"Monday, July 2, 2018",,Low,USD ISM New Orders (JUN),63.7,14:00
2035,,USD,"Monday, July 2, 2018",,Low,USD U.S. to USD35 Bln Sell 4-Week Bills,,15:30
2036,,USD,"Monday, July 2, 2018",,Low,USD U.S. to USD48 Bln Sell 3-Month Bills,,15:30
2037,,USD,"Monday, July 2, 2018",,Low,USD U.S. to USD42 Bln Sell 6-Month Bills,,15:30
2038,120.4,AUD,"Monday, July 2, 2018",,Low,AUD ANZ Roy Morgan Weekly Consumer Confidence Index (JUL 01),121.4,23:30
2039,¥502.9t,JPY,"Monday, July 2, 2018",,Medium,JPY Monetary Base End of period (JUN),¥492.6t,23:50
2040,7.4%,JPY,"Monday, July 2, 2018",,Medium,JPY Monetary Base (YoY) (JUN),8.1%,23:50
2041,-3.2%,AUD,"Tuesday, July 3, 2018",0.0%,Low,AUD Building Approvals (MoM) (MAY),-5.0%,01:30
2042,3.1%,AUD,"Tuesday, July 3, 2018",9.9%,Medium,AUD Building Approvals (YoY) (MAY),1.9%,01:30
2043,1.50%,AUD,"Tuesday, July 3, 2018",1.50%,High,AUD RBA Cash Rate Target (JUL 03),1.50%,04:30
2044,53.1,GBP,"Tuesday, July 3, 2018",52.5,Medium,GBP Markit/CIPS UK Construction PMI (JUN),52.5,08:30
2045,0.8%,EUR,"Tuesday, July 3, 2018",0.5%,Low,EUR Euro-Zone Producer Price Index (MoM) (MAY),0.0%,09:00
2046,0.0%,EUR,"Tuesday, July 3, 2018",0.1%,Low,EUR Euro-Zone Retail Sales (MoM) (MAY),-0.1%,09:00
2047,3.0%,EUR,"Tuesday, July 3, 2018",2.7%,Low,EUR Euro-Zone Producer Price Index (YoY) (MAY),1.9%,09:00
2048,1.4%,EUR,"Tuesday, July 3, 2018",1.6%,Medium,EUR Euro-Zone Retail Sales (YoY) (MAY),1.6%,09:00
2049,0.2%,CAD,"Tuesday, July 3, 2018",,Low,CAD MLI Leading Indicator (MoM) (MAY),0.1%,12:30
2050,57.1,CAD,"Tuesday, July 3, 2018",,High,CAD RBC Canadian Manufacturing PMI (JUN),56.2,13:30
2051,0.4%,USD,"Tuesday, July 3, 2018",0.0%,Medium,USD Factory Orders (MAY),-0.4%,14:00
2052,0.7,USD,"Tuesday, July 3, 2018",,Low,USD Factory Orders Ex Trans (MAY),0.9%,14:00
2053,-0.4,USD,"Tuesday, July 3, 2018",-0.5%,Medium,USD Durable Goods Orders (MAY F),-0.6%,14:00
2054,0.3,USD,"Tuesday, July 3, 2018",,Low,USD Cap Goods Orders Nondef Ex Air (MAY F),-0.2%,14:00
2055,0.2,USD,"Tuesday, July 3, 2018",,Low,USD Cap Goods Ship Nondef Ex Air (MAY F),-0.1%,14:00
2056,$3232,NZD,"Tuesday, July 3, 2018",,Medium,NZD Dairy Auction Avg. Winning Price MT (JUL 03),$3481,14:12
2057,$2905,NZD,"Tuesday, July 3, 2018",,Medium,NZD Dairy Auction Whole Milk Powder MT (JUL 03),$3189,14:12
2058,,EUR,"Tuesday, July 3, 2018",,Low,EUR ECB Executive Board Member Praet Speaks in Bucharest,,16:00
2059,5.7,NZD,"Tuesday, July 3, 2018",,Low,NZD QV House Prices (YoY) (JUN),6.9%,17:00
2060,17.38m,USD,"Tuesday, July 3, 2018",17.00m,Low,USD Wards Total Vehicle Sales (JUN),16.81m,20:38
2061,-1.6%,NZD,"Tuesday, July 3, 2018",,Low,NZD ANZ Job Advertisements (MoM) (JUN),2.2%,22:00
2062,63.0,AUD,"Tuesday, July 3, 2018",,Medium,AUD AiG Performance of Service Index (JUN),59.0,22:30
2063,52.7,AUD,"Tuesday, July 3, 2018",,Low,AUD CBA Australia PMI Services (JUN),55.9,23:00
2064,52.9,AUD,"Tuesday, July 3, 2018",,Low,AUD CBA Australia PMI Composite (JUN),55.6,23:00
2065,-0.5%,GBP,"Tuesday, July 3, 2018",,Low,GBP BRC Shop Price Index (YoY) (JUN),-1.1%,23:01
2066,51.4,JPY,"Wednesday, July 4, 2018",,Medium,JPY Nikkei Japan PMI Services (JUN),51.0,00:30
2067,52.1,JPY,"Wednesday, July 4, 2018",,Medium,JPY Nikkei Japan PMI Composite (JUN),51.7,00:30
2068,-1.0%,NZD,"Wednesday, July 4, 2018",,Low,NZD ANZ Commodity Price (JUN),1.5%,01:00
2069,,JPY,"Wednesday, July 4, 2018",,Low,JPY BOJ Outright Bond Purchase 1~3 Years,,01:10
2070,,JPY,"Wednesday, July 4, 2018",,Low,JPY BOJ Outright Bond Purchase 5~10 Years,,01:10
2071,,JPY,"Wednesday, July 4, 2018",,Low,JPY BOJ Outright Bond Purchase 3~5 Years,,01:10
